NEIGHBOURHOOD,HOOD_ID,OCC_YEAR,area,POP,type,PersonInCrisis,MentalHealth
Lansing-Westgate,38,2019,5.346232775176303,16683,rate,653.3597074866631,281.7239105676437
Lansing-Westgate,38,2020,5.346232775176303,17144,rate,565.7956136257583,227.48483434437702
Lansing-Westgate,38,2021,5.346232775176303,16937,rate,696.6995335655665,360.1582334533861
Lansing-Westgate,38,2022,5.346232775176303,19045,rate,792.8590181149908,236.28248884221583
Willowdale West,37,2014,2.8834007883714294,16593,rate,632.7969625745797,265.1720605074429
Willowdale West,37,2015,2.8834007883714294,13504,rate,1095.9715639810427,414.69194312796213
Willowdale West,37,2016,2.8834007883714294,15320,rate,855.0913838120105,404.69973890339423
Willowdale West,37,2017,2.8834007883714294,17039,rate,1079.8755795527907,358.00223017782736
Willowdale West,37,2018,2.8834007883714294,19357,rate,640.595133543421,304.79929741178904
Willowdale West,37,2019,2.8834007883714294,18561,rate,818.9213943214266,387.9101341522547
Willowdale West,37,2020,2.8834007883714294,18212,rate,823.6327696024599,384.3619591478146
Willowdale West,37,2021,2.8834007883714294,56006,rate,294.61129164732347,116.05899367924866
Willowdale West,37,2022,2.8834007883714294,26715,rate,613.8873292157964,243.30900243309003
Newtonbrook West,36,2014,4.695617819676201,24232,rate,697.4248927038627,309.5080884780456
Newtonbrook West,36,2015,4.695617819676201,20911,rate,760.3653579455789,291.7124958155994
Newtonbrook West,36,2016,4.695617819676201,21158,rate,760.9414878532942,378.1075716041214
Newtonbrook West,36,2017,4.695617819676201,28560,rate,619.7478991596638,241.5966386554622
Newtonbrook West,36,2018,4.695617819676201,27121,rate,593.6359278787655,239.6666789572656
Newtonbrook West,36,2019,4.695617819676201,24291,rate,823.3502120126795,345.8070890453254
Newtonbrook West,36,2020,4.695617819676201,26862,rate,915.791824882734,338.7685205867024
Newtonbrook West,36,2021,4.695617819676201,23607,rate,1855.3818782564492,682.0011013682382
Newtonbrook West,36,2022,4.695617819676201,38242,rate,1035.5106950473303,397.4687516343288
Westminster-Branson,35,2014,3.6677967322232354,26648,rate,386.5205643950766,210.14710297208046
Westminster-Branson,35,2015,3.6677967322232354,24368,rate,488.34537097833226,192.87590282337493
Westminster-Branson,35,2016,3.6677967322232354,24901,rate,546.1628047066382,253.00188747439861
Westminster-Branson,35,2017,3.6677967322232354,27164,rate,622.1469592107201,268.7380356353998
Westminster-Branson,35,2018,3.6677967322232354,32806,rate,521.2461135158203,253.00249954276657
Westminster-Branson,35,2019,3.6677967322232354,24362,rate,648.5510220835728,320.17075773745995
Westminster-Branson,35,2020,3.6677967322232354,34468,rate,336.5440408494836,156.66705349889753
Westminster-Branson,35,2021,3.6677967322232354,24878,rate,647.1581316826112,313.5300265294638
Westminster-Branson,35,2022,3.6677967322232354,34049,rate,378.86575229815855,226.14467385238922
Bathurst Manor,34,2014,4.760327186900145,15959,rate,789.5231530797669,369.6973494579861
Bathurst Manor,34,2015,4.760327186900145,15397,rate,753.3935182178346,311.74904202117295
Bathurst Manor,34,2016,4.760327186900145,15819,rate,518.363992667046,265.50350843921865
Bathurst Manor,34,2017,4.760327186900145,17433,rate,521.9985085756898,200.76865714449607
Bathurst Manor,34,2018,4.760327186900145,15358,rate,618.570126318531,221.3829925771585
Bathurst Manor,34,2019,4.760327186900145,21068,rate,522.1188532371369,213.5940763242833
Bathurst Manor,34,2020,4.760327186900145,16023,rate,586.6566810210322,287.0873119890158
Bathurst Manor,34,2021,4.760327186900145,15115,rate,668.2103870327489,363.87694343367514
Bathurst Manor,34,2022,4.760327186900145,21335,rate,360.90930396062805,201.54675415983127
Clanton Park,33,2014,4.166245912598212,16271,rate,442.50507037059793,227.3984389404462
Clanton Park,33,2015,4.166245912598212,17200,rate,465.1162790697674,279.06976744186045
Clanton Park,33,2016,4.166245912598212,15923,rate,615.4619104440118,326.5716259498838
Clanton Park,33,2017,4.166245912598212,18829,rate,616.0709543788836,201.81634712411704
Clanton Park,33,2018,4.166245912598212,16551,rate,640.4446861216844,314.1804120596943
Clanton Park,33,2019,4.166245912598212,18123,rate,502.1243723445346,231.7497103128621
Clanton Park,33,2020,4.166245912598212,19265,rate,570.9836491045938,223.20269919543213
Clanton Park,33,2021,4.166245912598212,17784,rate,573.5492577597842,269.9055330634278
Clanton Park,33,2022,4.166245912598212,25319,rate,402.85951261898174,181.681740985031
Englemount-Lawrence,32,2014,3.4780947346747864,22462,rate,422.9365150031163,151.36675273795746
Englemount-Lawrence,32,2015,3.4780947346747864,19229,rate,530.4488012897186,218.4200946487077
Englemount-Lawrence,32,2016,3.4780947346747864,26063,rate,475.7702490120094,218.70084027164944
Englemount-Lawrence,32,2017,3.4780947346747864,29167,rate,493.70864332979045,198.8548702300545
Englemount-Lawrence,32,2018,3.4780947346747864,22443,rate,690.6385064385331,285.16686717462017
Englemount-Lawrence,32,2019,3.4780947346747864,21835,rate,705.2896725440805,261.0487749026792
Englemount-Lawrence,32,2020,3.4780947346747864,29858,rate,686.5831602920491,214.34791345702996
Englemount-Lawrence,32,2021,3.4780947346747864,24932,rate,746.029199422429,292.7964062249318
Englemount-Lawrence,32,2022,3.4780947346747864,21176,rate,854.7412164714772,297.50661125802793
Yorkdale-Glen Park,31,2014,6.038255828953445,14457,rate,996.0572732932143,228.26312512969497
Yorkdale-Glen Park,31,2015,6.038255828953445,14217,rate,921.4320883449392,253.21797847647184
Yorkdale-Glen Park,31,2016,6.038255828953445,14000,rate,1064.2857142857142,357.1428571428571
Yorkdale-Glen Park,31,2017,6.038255828953445,14409,rate,1193.6983829550975,333.12513012700396
Yorkdale-Glen Park,31,2018,6.038255828953445,15644,rate,1227.3075939657376,345.18026080286376
Yorkdale-Glen Park,31,2019,6.038255828953445,15948,rate,1341.8610484073238,464.0080260847755
Yorkdale-Glen Park,31,2020,6.038255828953445,18659,rate,1211.2117476820836,434.1068653196849
Yorkdale-Glen Park,31,2021,6.038255828953445,15582,rate,1283.532280836863,532.6658965472982
Yorkdale-Glen Park,31,2022,6.038255828953445,18481,rate,925.2746063524701,340.8906444456469
Brookhaven-Amesbury,30,2014,3.5072815980903935,18408,rate,651.890482398957,298.7831377661886
Brookhaven-Amesbury,30,2015,3.5072815980903935,16708,rate,849.8922671774,401.00550634426617
Brookhaven-Amesbury,30,2016,3.5072815980903935,19662,rate,747.6350320415014,325.5009663309938
Brookhaven-Amesbury,30,2017,3.5072815980903935,18678,rate,722.7754577577899,310.5257522218653
Brookhaven-Amesbury,30,2018,3.5072815980903935,18112,rate,866.8286219081272,408.5689045936396
Brookhaven-Amesbury,30,2019,3.5072815980903935,20565,rate,778.0209093119378,364.69730123997084
Brookhaven-Amesbury,30,2020,3.5072815980903935,18990,rate,768.8256977356504,431.8062137967351
Brookhaven-Amesbury,30,2021,3.5072815980903935,19155,rate,772.6442182197859,454.18950665622555
Brookhaven-Amesbury,30,2022,3.5072815980903935,17682,rate,763.4882931795046,441.1265693926026
Maple Leaf,29,2014,2.5264728269447434,10232,rate,390.93041438623925,185.69194683346365
Maple Leaf,29,2015,2.5264728269447434,8765,rate,444.9515116942385,216.7712492869367
Maple Leaf,29,2016,2.5264728269447434,17012,rate,288.03197742769805,117.56407241946862
Maple Leaf,29,2017,2.5264728269447434,8745,rate,491.7095483133219,240.13722126929676
Maple Leaf,29,2018,2.5264728269447434,11587,rate,405.62699577112284,189.86795546733407
Maple Leaf,29,2019,2.5264728269447434,12862,rate,349.867827709532,171.0464935468823
Maple Leaf,29,2020,2.5264728269447434,12870,rate,411.81041181041184,217.56021756021755
Maple Leaf,29,2021,2.5264728269447434,8642,rate,705.855126128211,370.28465632955334
Maple Leaf,29,2022,2.5264728269447434,13918,rate,409.54160080471337,114.95904583991954
Rustic,28,2014,2.096359592902828,10104,rate,544.338875692795,207.83847980997623
Rustic,28,2015,2.096359592902828,11906,rate,545.9432219049219,218.37728876196874
Rustic,28,2016,2.096359592902828,11181,rate,509.7933995170378,241.48108398175475
Rustic,28,2017,2.096359592902828,9021,rate,787.0524332113956,354.72785722203747
Rustic,28,2018,2.096359592902828,14102,rate,418.38037157849953,290.73890228336404
Rustic,28,2019,2.096359592902828,9623,rate,789.774498597111,374.10370986178947
Rustic,28,2020,2.096359592902828,11107,rate,522.1932114882507,279.1032682092374
Rustic,28,2021,2.096359592902828,10888,rate,523.512123438648,312.2703894195444
Rustic,28,2022,2.096359592902828,11318,rate,485.95158155151086,265.06449902809686
York University Heights,27,2014,13.246361757367792,28820,rate,857.0437196391395,423.31714087439275
York University Heights,27,2015,13.246361757367792,30106,rate,1059.5894506078523,425.1644190526805
York University Heights,27,2016,13.246361757367792,28328,rate,1119.0341711380966,557.7520474442248
York University Heights,27,2017,13.246361757367792,28843,rate,1078.2512221336199,641.4034601116389
York University Heights,27,2018,13.246361757367792,29650,rate,1244.5193929173693,704.8903878583474
York University Heights,27,2019,13.246361757367792,34449,rate,1132.108334059044,539.9285900896978
York University Heights,27,2020,13.246361757367792,30167,rate,1193.3569794808898,626.512414227467
York University Heights,27,2021,13.246361757367792,28816,rate,1089.672404219878,728.7617990005552
York University Heights,27,2022,13.246361757367792,32231,rate,955.6017498681393,648.4440445533803
Glenfield-Jane Heights,25,2014,5.150651791520517,31656,rate,647.5865554713167,287.4652514531211
Glenfield-Jane Heights,25,2015,5.150651791520517,29234,rate,615.7214202640761,321.54340836012864
Glenfield-Jane Heights,25,2016,5.150651791520517,32560,rate,614.2506142506143,239.55773955773958
Glenfield-Jane Heights,25,2017,5.150651791520517,31659,rate,584.352001010771,296.9139897027701
Glenfield-Jane Heights,25,2018,5.150651791520517,32279,rate,573.1280399021035,334.5828557266334
Glenfield-Jane Heights,25,2019,5.150651791520517,32072,rate,626.7148914941381,355.4502369668246
Glenfield-Jane Heights,25,2020,5.150651791520517,34684,rate,663.1299734748011,351.74720332141624
Glenfield-Jane Heights,25,2021,5.150651791520517,31776,rate,748.9929506545822,509.81873111782477
Glenfield-Jane Heights,25,2022,5.150651791520517,31919,rate,610.9213947805382,372.8186973276105
Broadview North,57,2014,1.7459622861970419,11956,rate,819.672131147541,184.00802944128472
Broadview North,57,2015,1.7459622861970419,10213,rate,1028.101439342015,381.86624889846274
Broadview North,57,2016,1.7459622861970419,15081,rate,523.8379417810489,159.14064054107817
Broadview North,57,2017,1.7459622861970419,11654,rate,1098.335335507122,446.1987300497683
Broadview North,57,2018,1.7459622861970419,12648,rate,1328.2732447817837,379.5066413662239
Broadview North,57,2019,1.7459622861970419,13996,rate,971.7062017719348,428.6939125464418
Broadview North,57,2020,1.7459622861970419,10290,rate,1214.7716229348882,485.9086491739553
Broadview North,57,2021,1.7459622861970419,17533,rate,912.564877659271,422.0612559174129
Broadview North,57,2022,1.7459622861970419,14019,rate,1205.5068121834652,485.0559954347671
Leaside-Bennington,56,2014,4.784939165800735,17239,rate,336.44642960728584,87.01200765705667
Leaside-Bennington,56,2015,4.784939165800735,17784,rate,264.28250112460637,84.34547908232119
Leaside-Bennington,56,2016,4.784939165800735,15636,rate,319.7748784855462,140.70094653364032
Leaside-Bennington,56,2017,4.784939165800735,19793,rate,414.2878795533774,156.62102763603292
Leaside-Bennington,56,2018,4.784939165800735,29497,rate,298.3354239414178,98.31508288978542
Leaside-Bennington,56,2019,4.784939165800735,14841,rate,464.9282393369719,161.71417020416413
Leaside-Bennington,56,2020,4.784939165800735,24509,rate,232.56762821820556,89.76294422457057
Leaside-Bennington,56,2021,4.784939165800735,16903,rate,366.79879311364846,147.90273915872922
Leaside-Bennington,56,2022,4.784939165800735,13927,rate,524.1617002943922,143.60594528613484
Thorncliffe Park,55,2014,3.126329645940248,20904,rate,526.2150784538844,114.8105625717566
Thorncliffe Park,55,2015,3.126329645940248,20193,rate,574.4564948249393,178.27960184222255
Thorncliffe Park,55,2016,3.126329645940248,23251,rate,412.8854672917294,111.82314739151005
Thorncliffe Park,55,2017,3.126329645940248,24903,rate,389.51130385897284,184.7167007991005
Thorncliffe Park,55,2018,3.126329645940248,18655,rate,536.0493165371214,176.89627445725006
Thorncliffe Park,55,2019,3.126329645940248,30190,rate,321.2984431931103,145.7436237164624
Thorncliffe Park,55,2020,3.126329645940248,20717,rate,559.9266303036154,231.69377805666844
Thorncliffe Park,55,2021,3.126329645940248,21377,rate,818.6368526921457,369.5560649295972
Thorncliffe Park,55,2022,3.126329645940248,27689,rate,429.7735562858897,213.08100689804616
O'Connor-Parkview,54,2014,4.876668064605645,19040,rate,824.5798319327731,378.1512605042017
O'Connor-Parkview,54,2015,4.876668064605645,16772,rate,1073.2172668733604,405.43763415215835
O'Connor-Parkview,54,2016,4.876668064605645,21507,rate,818.3382154647323,339.42437345980375
O'Connor-Parkview,54,2017,4.876668064605645,22801,rate,675.4089732906451,263.1463532301215
O'Connor-Parkview,54,2018,4.876668064605645,17754,rate,1334.9104427171342,484.3978821673989
O'Connor-Parkview,54,2019,4.876668064605645,18104,rate,1220.724701723376,397.7021652673442
O'Connor-Parkview,54,2020,4.876668064605645,22289,rate,928.7092287675534,332.00233298936695
O'Connor-Parkview,54,2021,4.876668064605645,20805,rate,1244.8930545541937,471.040615236722
O'Connor-Parkview,54,2022,4.876668064605645,17766,rate,1277.721490487448,500.9568839356073
Henry Farm,53,2014,2.5935442550301078,14648,rate,464.2271982523211,225.2867285636264
Henry Farm,53,2015,2.5935442550301078,15690,rate,458.89101338432124,267.6864244741874
Henry Farm,53,2016,2.5935442550301078,14620,rate,567.7154582763338,225.71819425444596
Henry Farm,53,2017,2.5935442550301078,17807,rate,527.882293480092,185.32037962598977
Henry Farm,53,2018,2.5935442550301078,19472,rate,302.99917830731306,154.06737880032867
Henry Farm,53,2019,2.5935442550301078,20406,rate,387.1410369499167,210.72233656767617
Henry Farm,53,2020,2.5935442550301078,19338,rate,827.3864929155031,274.0717757782604
Henry Farm,53,2021,2.5935442550301078,19673,rate,1275.860316169369,477.8122299598435
Henry Farm,53,2022,2.5935442550301078,21900,rate,904.1095890410959,383.56164383561645
Bayview Village,52,2014,5.159067950659845,20529,rate,813.4833649958595,340.98105119586927
Bayview Village,52,2015,5.159067950659845,18670,rate,787.3594001071237,294.59025174076055
Bayview Village,52,2016,5.159067950659845,23137,rate,665.6005532264339,289.5794614686433
Bayview Village,52,2017,5.159067950659845,25246,rate,716.9452586548364,301.0377881644617
Bayview Village,52,2018,5.159067950659845,21688,rate,834.5628919218001,345.81335300627075
Bayview Village,52,2019,5.159067950659845,23023,rate,781.8268687833906,330.1046779307649
Bayview Village,52,2020,5.159067950659845,33877,rate,528.3820881423975,245.00398500457536
Bayview Village,52,2021,5.159067950659845,21609,rate,782.0815400990327,370.2161136563469
Bayview Village,52,2022,5.159067950659845,28084,rate,509.18672553767266,288.4204529269335
Newtonbrook East,50,2014,4.084632653644585,16278,rate,700.3317360855142,258.0169553999263
Newtonbrook East,50,2015,4.084632653644585,15834,rate,644.1834028040925,239.98989516230895
Newtonbrook East,50,2016,4.084632653644585,15282,rate,510.4043973301924,229.0276141866248
Newtonbrook East,50,2017,4.084632653644585,22659,rate,423.67271282933933,225.07612869058653
Newtonbrook East,50,2018,4.084632653644585,16049,rate,405.00965792261195,224.31304131098508
Newtonbrook East,50,2019,4.084632653644585,15606,rate,519.0311418685121,256.31167499679606
Newtonbrook East,50,2020,4.084632653644585,19458,rate,498.50961044300544,215.84952204748691
Newtonbrook East,50,2021,4.084632653644585,16995,rate,541.3356869667549,323.62459546925567
Newtonbrook East,50,2022,4.084632653644585,18120,rate,452.53863134657837,325.60706401766004
Bayview Woods-Steeles,49,2014,4.0889041696252795,13215,rate,340.522133938706,166.4774877033674
Bayview Woods-Steeles,49,2015,4.0889041696252795,13092,rate,328.44485181790407,122.21203788573175
Bayview Woods-Steeles,49,2016,4.0889041696252795,10104,rate,445.3681710213777,148.45605700712588
Bayview Woods-Steeles,49,2017,4.0889041696252795,12186,rate,295.4209748892172,114.88593467914
Bayview Woods-Steeles,49,2018,4.0889041696252795,13348,rate,329.6373988612526,209.76925382079713
Bayview Woods-Steeles,49,2019,4.0889041696252795,16470,rate,261.0807528840316,109.2896174863388
Bayview Woods-Steeles,49,2020,4.0889041696252795,13493,rate,415.03001556362557,333.50626250648486
Bayview Woods-Steeles,49,2021,4.0889041696252795,13481,rate,489.57792448631403,304.1317409687709
Bayview Woods-Steeles,49,2022,4.0889041696252795,14164,rate,465.970064953403,296.52640497034736
Hillcrest Village,48,2014,5.3955257880415655,17763,rate,529.1898890953105,129.48263243821427
Hillcrest Village,48,2015,5.3955257880415655,15444,rate,550.3755503755503,142.45014245014247
Hillcrest Village,48,2016,5.3955257880415655,15670,rate,510.52967453733254,159.54052329291642
Hillcrest Village,48,2017,5.3955257880415655,19891,rate,427.32894273792164,165.90417776884019
Hillcrest Village,48,2018,5.3955257880415655,17763,rate,489.7821313967235,230.81686652029498
Hillcrest Village,48,2019,5.3955257880415655,18301,rate,524.561499371619,234.95983826020435
Hillcrest Village,48,2020,5.3955257880415655,20053,rate,388.9692315364285,209.44497082730766
Hillcrest Village,48,2021,5.3955257880415655,16362,rate,415.59711526708224,226.13372448355946
Hillcrest Village,48,2022,5.3955257880415655,28540,rate,462.5087596355991,224.2466713384723
Alderwood,20,2014,4.978343690779438,12393,rate,451.86798999435166,177.519567497781
Alderwood,20,2015,4.978343690779438,11274,rate,301.5788540003548,97.5696292354089
Alderwood,20,2016,4.978343690779438,14295,rate,307.7999300454705,146.90451206715633
Alderwood,20,2017,4.978343690779438,11923,rate,318.7117336240879,167.74301769688836
Alderwood,20,2018,4.978343690779438,14622,rate,314.5944467241144,157.2972233620572
Alderwood,20,2019,4.978343690779438,11363,rate,475.2266126903107,132.0073924139752
Alderwood,20,2020,4.978343690779438,27760,rate,374.63976945244957,133.28530259365994
Alderwood,20,2021,4.978343690779438,11076,rate,668.1112314915132,270.85590465872156
Alderwood,20,2022,4.978343690779438,16885,rate,408.6467278649689,165.8276576843352
Long Branch,19,2014,2.2618935486110674,10268,rate,623.2956758862485,223.9968835216206
Long Branch,19,2015,2.2618935486110674,13408,rate,462.4105011933174,216.2887828162291
Long Branch,19,2016,2.2618935486110674,9093,rate,1176.7293522489827,571.868470251842
Long Branch,19,2017,2.2618935486110674,11638,rate,979.5497508162915,343.7016669530847
Long Branch,19,2018,2.2618935486110674,9281,rate,1389.936429264088,592.6085551125956
Long Branch,19,2019,2.2618935486110674,13319,rate,968.5411817704032,375.40355882573766
Long Branch,19,2020,2.2618935486110674,49011,rate,291.77123502887105,108.13898920650468
Long Branch,19,2021,2.2618935486110674,10249,rate,1258.6593814030637,439.0672260708362
Long Branch,19,2022,2.2618935486110674,11945,rate,1239.0121389702806,544.1607367099205
New Toronto,18,2014,3.483649349989048,11481,rate,1062.6252068635138,287.43140841390124
New Toronto,18,2015,3.483649349989048,11843,rate,987.9253567508232,430.6341298657435
New Toronto,18,2016,3.483649349989048,11380,rate,1221.4411247803164,474.51669595782073
New Toronto,18,2017,3.483649349989048,12210,rate,1113.8411138411138,434.07043407043403
New Toronto,18,2018,3.483649349989048,12189,rate,1435.7207318073674,525.0635819181228
New Toronto,18,2019,3.483649349989048,13526,rate,1286.4113559071418,465.76962886293063
New Toronto,18,2020,3.483649349989048,11497,rate,1774.375924154127,574.0627989910412
New Toronto,18,2021,3.483649349989048,11725,rate,1228.144989339019,537.3134328358209
New Toronto,18,2022,3.483649349989048,15372,rate,1392.1415560759824,500.91074681238615
Stonegate-Queensway,16,2014,7.9458718598149956,25599,rate,550.8027657330364,222.66494784952536
Stonegate-Queensway,16,2015,7.9458718598149956,25204,rate,503.88827170290426,249.9603237581336
Stonegate-Queensway,16,2016,7.9458718598149956,23447,rate,533.1172431441123,191.92220753188042
Stonegate-Queensway,16,2017,7.9458718598149956,25717,rate,462.72893416806,163.3160944122565
Stonegate-Queensway,16,2018,7.9458718598149956,26994,rate,559.38356671853,181.52181966362895
Stonegate-Queensway,16,2019,7.9458718598149956,27632,rate,463.23103647944407,148.37869137232195
Stonegate-Queensway,16,2020,7.9458718598149956,26771,rate,515.4831720892009,179.2984946397221
Stonegate-Queensway,16,2021,7.9458718598149956,31443,rate,435.70906084025063,130.39468244124288
Stonegate-Queensway,16,2022,7.9458718598149956,29015,rate,613.475788385318,268.8264690677236
Kingsway South,15,2014,2.638143381732554,9393,rate,425.8490365165549,138.40093686788032
Kingsway South,15,2015,2.638143381732554,10836,rate,313.7689184200812,64.59948320413437
Kingsway South,15,2016,2.638143381732554,8709,rate,665.9777241933632,183.71799288092777
Kingsway South,15,2017,2.638143381732554,9442,rate,518.9578479135777,137.68269434441854
Kingsway South,15,2018,2.638143381732554,10257,rate,389.97757628936336,175.48990933021352
Kingsway South,15,2019,2.638143381732554,14873,rate,275.66731661399854,94.13030323404827
Kingsway South,15,2020,2.638143381732554,8381,rate,799.4272759813865,238.63500775563773
Kingsway South,15,2021,2.638143381732554,11687,rate,316.5910841105502,179.68683152220416
Kingsway South,15,2022,2.638143381732554,9691,rate,515.9426271798576,340.522133938706
Etobicoke West Mall,13,2014,1.7963902648234358,11536,rate,520.1109570041609,199.375866851595
Etobicoke West Mall,13,2015,1.7963902648234358,12359,rate,356.0158588882596,242.7380856056315
Etobicoke West Mall,13,2016,1.7963902648234358,11920,rate,486.5771812080537,285.23489932885906
Etobicoke West Mall,13,2017,1.7963902648234358,11140,rate,727.1095152603232,287.2531418312388
Etobicoke West Mall,13,2018,1.7963902648234358,11137,rate,511.8074885516746,215.4978899164946
Etobicoke West Mall,13,2019,1.7963902648234358,12524,rate,574.8961992973491,295.43276908336
Etobicoke West Mall,13,2020,1.7963902648234358,17272,rate,382.1213524779991,162.11208893006022
Etobicoke West Mall,13,2021,1.7963902648234358,10795,rate,944.8818897637796,463.1773969430292
Etobicoke West Mall,13,2022,1.7963902648234358,13623,rate,528.5179475886368,271.5995008441606
Markland Wood,12,2014,2.9539033646170045,10713,rate,466.7226733874732,158.68570895174088
Markland Wood,12,2015,2.9539033646170045,9031,rate,442.9188351234637,166.09456317129886
Markland Wood,12,2016,2.9539033646170045,10714,rate,382.6768713832369,149.33731566175098
Markland Wood,12,2017,2.9539033646170045,14382,rate,305.9379780280907,125.15644555694618
Markland Wood,12,2018,2.9539033646170045,9171,rate,588.8125613346418,163.55904481517828
Markland Wood,12,2019,2.9539033646170045,10299,rate,534.032430333042,165.06456937566753
Markland Wood,12,2020,2.9539033646170045,13508,rate,607.0476754515843,236.89665383476458
Markland Wood,12,2021,2.9539033646170045,10090,rate,693.7561942517344,168.48364717542123
Markland Wood,12,2022,2.9539033646170045,17394,rate,333.4483155110958,160.97504886742556
Eringate-Centennial-West Deane,11,2014,8.645589340718677,19212,rate,489.2775348740371,150.94732458879866
Eringate-Centennial-West Deane,11,2015,8.645589340718677,19733,rate,390.2092940759134,172.30020777377996
Eringate-Centennial-West Deane,11,2016,8.645589340718677,17870,rate,430.88975937325125,212.64689423615
Eringate-Centennial-West Deane,11,2017,8.645589340718677,23528,rate,361.271676300578,157.25943556613396
Eringate-Centennial-West Deane,11,2018,8.645589340718677,19011,rate,415.5488927463048,205.1443900899479
Eringate-Centennial-West Deane,11,2019,8.645589340718677,18550,rate,512.1293800539083,221.02425876010784
Eringate-Centennial-West Deane,11,2020,8.645589340718677,36734,rate,302.17237436707137,138.83595579027605
Eringate-Centennial-West Deane,11,2021,8.645589340718677,16527,rate,532.4620318267079,266.23101591335393
Eringate-Centennial-West Deane,11,2022,8.645589340718677,19266,rate,441.19173673829545,233.57209592027405
Princess-Rosethorn,10,2014,5.171318840986975,11447,rate,218.39783349349176,61.15139337817769
Princess-Rosethorn,10,2015,5.171318840986975,9115,rate,340.09873834339004,186.50575973669774
Princess-Rosethorn,10,2016,5.171318840986975,16814,rate,136.7907695967646,113.00107053645772
Princess-Rosethorn,10,2017,5.171318840986975,15078,rate,225.49409736039263,145.90794535084228
Princess-Rosethorn,10,2018,5.171318840986975,10745,rate,288.506281991624,120.9865053513262
Princess-Rosethorn,10,2019,5.171318840986975,13815,rate,246.1093014838943,94.10061527325371
Princess-Rosethorn,10,2020,5.171318840986975,21570,rate,180.8066759388039,60.2688919796013
Princess-Rosethorn,10,2021,5.171318840986975,12192,rate,319.8818897637795,106.62729658792651
Princess-Rosethorn,10,2022,5.171318840986975,11954,rate,301.15442529697174,192.40421616195414
Edenbridge-Humber Valley,9,2014,5.511590291803846,15480,rate,310.07751937984494,187.33850129198967
Edenbridge-Humber Valley,9,2015,5.511590291803846,18155,rate,214.81685486091988,148.7193610575599
Edenbridge-Humber Valley,9,2016,5.511590291803846,14977,rate,494.0909394404754,206.98404219803697
Edenbridge-Humber Valley,9,2017,5.511590291803846,15377,rate,533.2639656630032,182.09013461663523
Edenbridge-Humber Valley,9,2018,5.511590291803846,19964,rate,305.54998998196754,120.21638950110197
Edenbridge-Humber Valley,9,2019,5.511590291803846,14078,rate,575.3658190083819,213.0984514845859
Edenbridge-Humber Valley,9,2020,5.511590291803846,16673,rate,347.8678102321118,167.93618424998502
Edenbridge-Humber Valley,9,2021,5.511590291803846,13025,rate,606.5259117082534,230.32629558541268
Edenbridge-Humber Valley,9,2022,5.511590291803846,17739,rate,422.79722645019444,140.9324088167315
Humber Heights-Westmount,8,2014,2.8026934536587444,10285,rate,777.8317938745746,281.9640252795333
Humber Heights-Westmount,8,2015,2.8026934536587444,9259,rate,637.2178420995788,356.40997947942543
Humber Heights-Westmount,8,2016,2.8026934536587444,11714,rate,520.7444084002049,213.41983950828072
Humber Heights-Westmount,8,2017,2.8026934536587444,10485,rate,572.2460658082975,314.7353361945637
Humber Heights-Westmount,8,2018,2.8026934536587444,10778,rate,649.471144924847,296.9010948227872
Humber Heights-Westmount,8,2019,2.8026934536587444,14683,rate,551.6583804399646,238.37090512837975
Humber Heights-Westmount,8,2020,2.8026934536587444,13574,rate,442.02151171357,272.5799322233682
Humber Heights-Westmount,8,2021,2.8026934536587444,10049,rate,776.196636481242,417.952035028361
Humber Heights-Westmount,8,2022,2.8026934536587444,12681,rate,544.1211260941566,370.6332308177589
Willowridge-Martingrove-Richview,7,2014,5.517407690466285,22615,rate,415.6533274375414,150.3426929029405
Willowridge-Martingrove-Richview,7,2015,5.517407690466285,21140,rate,378.4295175023652,179.75402081362347
Willowridge-Martingrove-Richview,7,2016,5.517407690466285,31339,rate,338.2367018730655,149.9728772456045
Willowridge-Martingrove-Richview,7,2017,5.517407690466285,24073,rate,452.7894321438956,191.08544842769908
Willowridge-Martingrove-Richview,7,2018,5.517407690466285,21975,rate,441.41069397042094,209.3287827076223
Willowridge-Martingrove-Richview,7,2019,5.517407690466285,27289,rate,483.7113855399612,190.55297006119682
Willowridge-Martingrove-Richview,7,2020,5.517407690466285,32471,rate,400.3572418465708,153.98355455637338
Willowridge-Martingrove-Richview,7,2021,5.517407690466285,22083,rate,475.47887515283253,226.41851197753928
Willowridge-Martingrove-Richview,7,2022,5.517407690466285,25255,rate,657.2955850326667,277.1728370619679
Kingsview Village-The Westway,6,2014,5.063312928987962,22644,rate,446.0342695636813,194.31195901784136
Kingsview Village-The Westway,6,2015,5.063312928987962,23454,rate,532.9581308092436,247.29257269548904
Kingsview Village-The Westway,6,2016,5.063312928987962,25129,rate,509.37164232559985,206.93222969477495
Kingsview Village-The Westway,6,2017,5.063312928987962,22018,rate,590.426015078572,331.5469161595059
Kingsview Village-The Westway,6,2018,5.063312928987962,23671,rate,675.9325757255714,321.0679734696464
Kingsview Village-The Westway,6,2019,5.063312928987962,29815,rate,509.8104980714406,258.2592654704008
Kingsview Village-The Westway,6,2020,5.063312928987962,21230,rate,885.5393311351861,447.4799811587376
Kingsview Village-The Westway,6,2021,5.063312928987962,22507,rate,866.3971208957214,386.5464077842449
