X,Y,Index_,Event_Unique_ID,Occurrence_Date,Occurrence_year,Month,Day_of_week,Occurrence_Hour,Time_Range,Division,Death,Injuries,Hood_ID,Neighbourhood,Longitude,Latitude,ObjectId
-8843244.39251447,5418801.63518257,4244,GO-20191581139,2019/08/19 04:00:00+00,2019,August,Monday    ,21,Evening,D13,0,0,107,Oakwood Village (107),-79.44021599,43.69784622,4255
-8859449.42237129,5426985.90840782,4245,GO-20191581519,2019/08/19 04:00:00+00,2019,August,Monday    ,22,Evening,D23,0,2,2,Mount Olive-Silverstone-Jamestown (2),-79.58578825,43.75097753,4256
-8853908.52143374,5421143.30049947,4246,GO-20191581564,2019/08/19 04:00:00+00,2019,August,Monday    ,22,Evening,D12,1,0,23,Pelmo Park-Humberlea (23),-79.53601349,43.71305284,4257
-8829256.56638913,5434818.94507069,4247,GO-20191588660,2019/08/20 04:00:00+00,2019,August,Tuesday   ,21,Evening,D42,0,0,117,L'Amoreaux (117),-79.31456121,43.80178452,4258
-8836838.06602561,5431197.22128725,4248,GO-20191589083,2019/08/20 04:00:00+00,2019,August,Tuesday   ,23,Evening,D33,0,0,52,Bayview Village (52),-79.38266698,43.7782985,4259
-8850204.33309494,5417909.58648733,4249,GO-20191595863,2019/08/21 04:00:00+00,2019,August,Wednesday ,21,Evening,D12,1,0,115,Mount Dennis (115),-79.5027382,43.6920523,4260
-8825501.87351055,5416675.73287282,4250,GO-20191616876,2019/08/23 04:00:00+00,2019,August,Friday    ,22,Evening,D41,0,0,122,Birchcliffe-Cliffside (122),-79.28083223,43.68403741,4261
-8844432.62566476,5419157.36585498,4251,GO-20191627779,2019/08/23 04:00:00+00,2019,August,Friday    ,17,Afternoon,D13,0,0,108,Briar Hill-Belgravia (108),-79.45089007,43.70015656,4262
-8843640.05204101,5420519.04760219,4252,GO-20191611450,2019/08/24 04:00:00+00,2019,August,Saturday  ,1,Night,D13,0,4,31,Yorkdale-Glen Park (31),-79.44377026,43.70899936,4263
-8828132.90076989,5423629.04503312,4253,GO-20191715957,2019/08/25 04:00:00+00,2019,August,Sunday    ,23,Evening,D33,0,0,43,Victoria Village (43),-79.30446715,43.72919088,4264
-8856357.99105637,5428376.44321031,4254,GO-20191619393,2019/08/25 04:00:00+00,2019,August,Sunday    ,5,Night,D31,1,0,21,Humber Summit (21),-79.55801745,43.76000003,4265
-8835325.83415779,5433201.14644509,4255,GO-20191621574,2019/08/25 04:00:00+00,2019,August,Sunday    ,14,Afternoon,D33,0,2,49,Bayview Woods-Steeles (49),-79.36908237,43.79129462,4266
-8854287.12236151,5425138.79945097,4256,GO-20191665362,2019/08/31 04:00:00+00,2019,August,Saturday  ,14,Afternoon,D31,0,0,22,Humbermede (22),-79.53941452,43.73899044,4267
-8818844.6440214,5437582.04631164,4257,GO-20191675030,2019/09/01 04:00:00+00,2019,September,Sunday    ,23,Evening,D42,0,0,131,Rouge (131),-79.22102932,43.81969637,4268
-8830514.00686684,5432157.87795131,4258,GO-20191674620,2019/09/01 04:00:00+00,2019,September,Sunday    ,22,Evening,D42,0,0,117,L'Amoreaux (117),-79.32585699,43.78452903,4269
-8829956.78045775,5416661.33997212,4259,GO-20191672286,2019/09/01 04:00:00+00,2019,September,Sunday    ,15,Afternoon,D54,0,0,64,Woodbine Corridor (64),-79.32085134,43.68394391,4270
-8838410.10317667,5420220.44378874,4260,GO-20191669532,2019/09/01 04:00:00+00,2019,September,Sunday    ,3,Night,D53,0,0,104,Mount Pleasant West (104),-79.39678883,43.70706033,4271
-8823165.42100094,5423578.50415685,4261,GO-20191723232,2019/09/02 04:00:00+00,2019,September,Monday    ,15,Afternoon,D41,0,0,124,Kennedy Park (124),-79.25984352,43.7288628,4272
-8850791.81614163,5426539.1770402,4262,GO-20191676041,2019/09/02 04:00:00+00,2019,September,Monday    ,5,Night,D31,0,0,25,Glenfield-Jane Heights (25),-79.50801565,43.74807862,4273
-8847992.41815246,5415870.06512356,4263,GO-20191695906,2019/09/04 04:00:00+00,2019,September,Wednesday ,23,Evening,D12,0,1,111,Rockcliffe-Smythe (111),-79.48286823,43.67880336,4274
-8859015.84297341,5416450.61354156,4264,GO-20191906053,2019/09/06 04:00:00+00,2019,September,Friday    ,0,Night,D23,0,0,1,West Humber-Clairville (1),-79.58189334,43.68257496,4275
-8851605.19426501,5428008.50171297,4265,GO-20191713176,2019/09/07 04:00:00+00,2019,September,Saturday  ,8,Morning,D31,0,0,25,Glenfield-Jane Heights (25),-79.51532235,43.75761277,4276
-8824724.53729871,5423883.81174365,4266,GO-20191711676,2019/09/07 04:00:00+00,2019,September,Saturday  ,0,Night,D41,0,0,125,Ionview (125),-79.2738493,43.73084464,4277
-8846075.32508899,5416031.04528343,4267,GO-20191719001,2019/09/07 04:00:00+00,2019,September,Saturday  ,23,Evening,D12,0,1,91,Weston-Pellam Park (91),-79.46564669,43.67984921,4278
-8834479.16928027,5432800.04189772,4268,GO-20191724912,2019/09/08 04:00:00+00,2019,September,Sunday    ,22,Evening,D33,0,0,47,Don Valley Village (47),-79.36147665,43.78869355,4279
-8835250.72244457,5433285.87337238,4269,GO-20191724928,2019/09/08 04:00:00+00,2019,September,Sunday    ,22,Evening,D33,0,0,49,Bayview Woods-Steeles (49),-79.36840763,43.79184404,4280
-8852086.74234467,5429287.29434993,4270,GO-20191727348,2019/09/08 04:00:00+00,2019,September,Sunday    ,21,Evening,D31,0,0,24,Black Creek (24),-79.51964817,43.76590936,4281
-8847906.94482104,5416151.64717462,4271,GO-20191731768,2019/09/09 04:00:00+00,2019,September,Monday    ,0,Night,D12,0,0,111,Rockcliffe-Smythe (111),-79.48210041,43.68063272,4282
-8859613.90471131,5417519.30687449,4272,GO-20191732289,2019/09/09 04:00:00+00,2019,September,Monday    ,22,Evening,D23,0,1,1,West Humber-Clairville (1),-79.58726582,43.68951723,4283
-8822115.15166157,5422714.57650676,4273,GO-20191731204,2019/09/09 04:00:00+00,2019,September,Monday    ,19,Evening,D41,0,1,123,Cliffcrest (123),-79.25040879,43.72325444,4284
-8851058.18475878,5426716.21439604,4274,GO-20191730541,2019/09/09 04:00:00+00,2019,September,Monday    ,17,Afternoon,D31,0,0,25,Glenfield-Jane Heights (25),-79.51040848,43.74922746,4285
-8839452.15602443,5430906.03574867,4275,GO-20191732303,2019/09/09 04:00:00+00,2019,September,Monday    ,22,Evening,D32,0,0,51,Willowdale East (51),-79.40614975,43.77640983,4286
-8818544.45431655,5427716.44436295,4276,GO-20191748455,2019/09/12 04:00:00+00,2019,September,Thursday  ,6,Morning,D43,0,1,137,Woburn (137),-79.21833267,43.75571779,4287
-8856030.70396108,5421459.33011119,4277,GO-20191758636,2019/09/13 04:00:00+00,2019,September,Friday    ,14,Afternoon,D23,0,1,4,Rexdale-Kipling (4),-79.55507738,43.71510482,4288
-8832821.80128674,5419627.83230624,4278,GO-20191759586,2019/09/13 04:00:00+00,2019,September,Friday    ,16,Afternoon,D53,0,0,55,Thorncliffe Park (55),-79.34658826,43.70321193,4289
-8849218.52775949,5409493.19342802,4279,GO-20191761264,2019/09/13 04:00:00+00,2019,September,Friday    ,20,Evening,D22,0,0,16,Stonegate-Queensway (16),-79.49388256,43.63735967,4290
-8818828.26001874,5435404.00668554,4280,GO-20191768766,2019/09/14 04:00:00+00,2019,September,Saturday  ,21,Evening,D42,0,1,132,Malvern (132),-79.22088214,43.80557764,4291
-8822967.35691014,5424451.55321179,4281,GO-20191774912,2019/09/15 04:00:00+00,2019,September,Sunday    ,19,Evening,D41,0,0,124,Kennedy Park (124),-79.25806428,43.73452984,4292
-8854984.15046631,5422409.43236783,4282,GO-20191781167,2019/09/16 04:00:00+00,2019,September,Monday    ,16,Afternoon,D23,0,1,5,Elms-Old Rexdale (5),-79.54567603,43.72127341,4293
-8844683.12791489,5420208.56161943,4283,GO-20191782132,2019/09/16 04:00:00+00,2019,September,Monday    ,18,Evening,D13,1,0,31,Yorkdale-Glen Park (31),-79.45314037,43.70698317,4294
-8834559.56644291,5412707.4575527,4284,GO-20191783450,2019/09/16 04:00:00+00,2019,September,Monday    ,22,Evening,D51,0,0,72,Regent Park (72),-79.36219887,43.65825295,4295
-8859391.82900634,5424101.96718434,4285,GO-20191787888,2019/09/17 04:00:00+00,2019,September,Tuesday   ,5,Night,D23,0,0,2,Mount Olive-Silverstone-Jamestown (2),-79.58527088,43.73226071,4296
-8860307.9160579,5424335.00560376,4286,GO-20191791301,2019/09/17 04:00:00+00,2019,September,Tuesday   ,23,Evening,D23,0,0,1,West Humber-Clairville (1),-79.59350023,43.73377335,4297
-8857359.05718081,5416858.04437695,4287,GO-20191789088,2019/09/17 04:00:00+00,2019,September,Tuesday   ,16,Afternoon,D23,0,1,7,Willowridge-Martingrove-Richview (7),-79.56701018,43.68522174,4298
-8860268.65478669,5418801.29336843,4288,GO-20191791199,2019/09/17 04:00:00+00,2019,September,Tuesday   ,22,Evening,D23,0,0,1,West Humber-Clairville (1),-79.59314754,43.697844,4299
-8851714.4142702,5427127.06066913,4289,GO-20191790515,2019/09/17 04:00:00+00,2019,September,Tuesday   ,20,Evening,D31,0,2,25,Glenfield-Jane Heights (25),-79.51630349,43.75189346,4300
-8860965.98234092,5423893.90082026,4290,GO-20191795075,2019/09/18 04:00:00+00,2019,September,Wednesday ,15,Afternoon,D23,0,1,1,West Humber-Clairville (1),-79.59941174,43.73091013,4301
-8823086.78268626,5437864.68543605,4291,GO-20191806337,2019/09/19 04:00:00+00,2019,September,Thursday  ,21,Evening,D42,1,1,130,Milliken (130),-79.2591371,43.82152828,4302
-8834508.81032108,5413031.66165727,4292,GO-20191806345,2019/09/19 04:00:00+00,2019,September,Thursday  ,21,Evening,D51,0,1,72,Regent Park (72),-79.36174292,43.66035993,4303
-8836639.8071257,5412411.40032286,4293,GO-20191806831,2019/09/19 04:00:00+00,2019,September,Thursday  ,23,Evening,D52,0,0,76,Bay Street Corridor (76),-79.38088599,43.65632883,4304
-8842423.600513,5410331.77994766,4294,GO-20191811359,2019/09/20 04:00:00+00,2019,September,Friday    ,3,Night,D11,0,0,86,Roncesvalles (86),-79.43284269,43.64281133,4305
-8846659.5219843,5418609.88098159,4295,GO-20191818278,2019/09/21 04:00:00+00,2019,September,Saturday  ,13,Afternoon,D12,0,0,112,Beechborough-Greenbrook (112),-79.47089462,43.69660081,4306
-8831664.7977064,5430364.25256823,4296,GO-20191840647,2019/09/22 04:00:00+00,2019,September,Sunday    ,6,Morning,D33,0,0,53,Henry Farm (53),-79.33619472,43.77289559,4307
-8817729.24164796,5428817.95200238,4297,GO-20191824315,2019/09/22 04:00:00+00,2019,September,Sunday    ,9,Morning,D43,0,0,137,Woburn (137),-79.21100949,43.76286448,4308
-8845221.71164886,5414321.26181051,4298,GO-20191823223,2019/09/22 04:00:00+00,2019,September,Sunday    ,3,Night,D11,0,0,91,Weston-Pellam Park (91),-79.45797855,43.66874022,4309
-8826119.06884253,5430083.66553642,4299,GO-20191828916,2019/09/22 04:00:00+00,2019,September,Sunday    ,23,Evening,D41,0,0,126,Dorset Park (126),-79.28637659,43.7710755,4310
-8857258.6503397,5411635.02063358,4300,GO-20191840069,2019/09/24 04:00:00+00,2019,September,Tuesday   ,13,Afternoon,D22,1,0,13,Etobicoke West Mall (13),-79.56610821,43.65128273,4311
-8812746.53448587,5434484.58023413,4703,GO-20201346655,2020/07/20 04:00:00+00,2020,July,Monday    ,9,Morning,D42,0,1,134,Highland Creek (134),-79.16624907,43.79961663,4312
-8838244.05568462,5411637.89764602,4503,GO-2020320524,2020/02/14 05:00:00+00,2020,February,Friday    ,15,Afternoon,D52,0,1,78,Kensington-Chinatown (78),-79.3952972,43.65130143,4313
-8843423.3864633,5422615.28259967,4704,GO-20201352369,2020/07/21 04:00:00+00,2020,July,Tuesday   ,0,Night,D32,0,1,32,Englemount-Lawrence (32),-79.44182392,43.72260982,4314
-8831127.24590411,5421960.7831561,4603,GO-2020894360,2020/05/14 04:00:00+00,2020,May,Thursday  ,8,Morning,D54,0,0,44,Flemingdon Park (44),-79.33136581,43.71836061,4315
-8844598.51842271,5431397.38112249,4804,GO-20201690854,2020/09/07 04:00:00+00,2020,September,Monday    ,2,Night,D32,0,0,35,Westminster-Branson (35),-79.45238031,43.77959673,4316
-8851535.14647543,5425749.63587054,4805,GO-20201693020,2020/09/07 04:00:00+00,2020,September,Monday    ,3,Night,D31,0,0,25,Glenfield-Jane Heights (25),-79.5146931,43.74295482,4317
-8822027.30277222,5431804.45799079,4103,GO-2019926617,2019/05/21 04:00:00+00,2019,May,Tuesday   ,14,Afternoon,D42,0,1,137,Woburn (137),-79.24961963,43.78223693,4318
-8818208.54663988,5434725.37246811,4705,GO-20201362068,2020/07/22 04:00:00+00,2020,July,Wednesday ,11,Morning,D42,0,1,132,Malvern (132),-79.21531516,43.80117784,4319
-8821445.98348574,5426897.24648085,4504,GO-2020324573,2020/02/15 05:00:00+00,2020,February,Saturday  ,4,Night,D43,0,1,127,Bendale (127),-79.24439755,43.7504022,4320
-8854308.09606677,5426236.29792651,4604,GO-2020894903,2020/05/14 04:00:00+00,2020,May,Thursday  ,10,Morning,D31,0,0,22,Humbermede (22),-79.53960293,43.74611311,4321
-8850611.34053037,5403824.53852117,4806,GO-20201696860,2020/09/08 04:00:00+00,2020,September,Tuesday   ,4,Night,D22,0,1,18,New Toronto (18),-79.50639441,43.60049471,4322
-8849910.48971426,5415486.11448839,4104,GO-2019931486,2019/05/22 04:00:00+00,2019,May,Wednesday ,8,Morning,D12,0,0,111,Rockcliffe-Smythe (111),-79.50009856,43.67630885,4323
-8850424.67889502,5421557.47956179,4706,GO-20201365732,2020/07/22 04:00:00+00,2020,July,Wednesday ,20,Evening,D12,0,1,28,Rustic (28),-79.5047176,43.71574209,4324
-8836713.3703848,5412654.36836431,4505,GO-2020331367,2020/02/16 05:00:00+00,2020,February,Sunday    ,4,Night,D52,0,0,76,Bay Street Corridor (76),-79.38154682,43.65790792,4325
-8859224.47573666,5426344.5483571,4605,GO-2020898005,2020/05/14 04:00:00+00,2020,May,Thursday  ,22,Evening,D23,1,0,2,Mount Olive-Silverstone-Jamestown (2),-79.58376752,43.7468156,4326
-8819136.06954273,5433892.41798097,4807,GO-20201703535,2020/09/09 04:00:00+00,2020,September,Wednesday ,1,Night,D42,0,0,132,Malvern (132),-79.22364724,43.79577709,4327
-8849994.40568601,5417794.21298843,4105,GO-2019943830,2019/05/23 04:00:00+00,2019,May,Thursday  ,21,Evening,D12,0,2,115,Mount Dennis (115),-79.50085239,43.6913029,4328
-8832821.80128674,5419627.83230624,4707,GO-20201378110,2020/07/24 04:00:00+00,2020,July,Friday    ,16,Afternoon,D53,0,0,55,Thorncliffe Park (55),-79.34658826,43.70321193,4329
-8836220.94973048,5415007.23558799,4506,GO-2020450326,2020/02/18 05:00:00+00,2020,February,Tuesday   ,12,Afternoon,D53,0,0,98,Rosedale-Moore Park (98),-79.37712333,43.67319745,4330
-8816440.4625072,5429215.71103834,4606,GO-2020899084,2020/05/15 04:00:00+00,2020,May,Friday    ,0,Night,D43,0,0,136,West Hill (136),-79.19943219,43.76544497,4331
-8831074.58733219,5434150.92771884,4808,GO-20201704041,2020/09/09 04:00:00+00,2020,September,Wednesday ,5,Night,D42,0,0,117,L'Amoreaux (117),-79.33089277,43.79745328,4332
-8860965.98234092,5423893.90082026,4106,GO-2019944641,2019/05/24 04:00:00+00,2019,May,Friday    ,1,Night,D23,0,1,1,West Humber-Clairville (1),-79.59941174,43.73091013,4333
-8859515.03519236,5424140.19849096,4708,GO-20201381055,2020/07/24 04:00:00+00,2020,July,Friday    ,23,Evening,D23,0,0,2,Mount Olive-Silverstone-Jamestown (2),-79.58637766,43.73250887,4334
-8853296.696154,5410941.54368319,4507,GO-2020343733,2020/02/18 05:00:00+00,2020,February,Tuesday   ,2,Night,D22,0,0,14,Islington-City Centre West (14),-79.53051737,43.6467751,4335
-8825276.95136621,5428343.63203382,4607,GO-2020899284,2020/05/15 04:00:00+00,2020,May,Friday    ,1,Night,D41,0,0,126,Dorset Park (126),-79.27881172,43.75978715,4336
-8855935.6237576,5415801.94897272,4809,GO-20201709776,2020/09/09 04:00:00+00,2020,September,Wednesday ,21,Evening,D23,0,0,7,Willowridge-Martingrove-Richview (7),-79.55422326,43.67836082,4337
-8820475.27307324,5428194.50972857,4107,GO-2019965284,2019/05/26 04:00:00+00,2019,May,Sunday    ,22,Evening,D43,0,0,137,Woburn (137),-79.23567751,43.75881963,4338
-8851058.18475878,5426716.21439604,4709,GO-20201380440,2020/07/24 04:00:00+00,2020,July,Friday    ,21,Evening,D31,0,1,25,Glenfield-Jane Heights (25),-79.51040848,43.74922746,4339
-8857513.23022278,5415394.54625613,4508,GO-2020350629,2020/02/19 05:00:00+00,2020,February,Wednesday ,2,Night,D23,0,1,7,Willowridge-Martingrove-Richview (7),-79.56839514,43.67571392,4340
-8830321.64344717,5431111.52220509,4608,GO-2020915335,2020/05/17 04:00:00+00,2020,May,Sunday    ,18,Evening,D42,1,1,46,Pleasant View (46),-79.32412896,43.77774265,4341
-8842884.58899591,5424795.51967174,4810,GO-20201709842,2020/09/09 04:00:00+00,2020,September,Wednesday ,21,Evening,D32,0,2,33,Clanton Park (33),-79.43698382,43.73676241,4342
-8820271.73317669,5431728.61038425,4108,GO-2019965763,2019/05/27 04:00:00+00,2019,May,Monday    ,0,Night,D43,0,0,137,Woburn (137),-79.23384908,43.78174501,4343
-8838661.98801488,5411542.641317,4710,GO-20201376926,2020/07/24 04:00:00+00,2020,July,Friday    ,3,Night,D14,0,0,78,Kensington-Chinatown (78),-79.39905155,43.65068228,4344
-8827806.58883333,5421490.29019207,4509,GO-2020357698,2020/02/19 05:00:00+00,2020,February,Wednesday ,20,Evening,D54,0,0,54,O'Connor-Parkview (54),-79.30153584,43.71530584,4345
-8851470.19711852,5422311.10596475,4609,GO-2020920910,2020/05/18 04:00:00+00,2020,May,Monday    ,19,Evening,D31,0,1,26,Downsview-Roding-CFB (26),-79.51410965,43.72063505,4346
-8843187.39582199,5412820.92261745,4811,GO-20201710402,2020/09/09 04:00:00+00,2020,September,Wednesday ,23,Evening,D11,0,0,83,Dufferin Grove (83),-79.43970398,43.65899036,4347
-8852108.96394142,5419023.15957739,4109,GO-2019966925,2019/05/27 04:00:00+00,2019,May,Monday    ,7,Morning,D12,0,0,113,Weston (113),-79.51984779,43.69928495,4348
-8841699.41045245,5434022.88183555,4711,GO-20201380485,2020/07/24 04:00:00+00,2020,July,Friday    ,22,Evening,D32,0,0,36,Newtonbrook West (36),-79.42633718,43.79662303,4349
-8859709.60496435,5426267.62691806,4510,GO-2020373498,2020/02/21 05:00:00+00,2020,February,Friday    ,23,Evening,D23,0,0,2,Mount Olive-Silverstone-Jamestown (2),-79.58812551,43.74631642,4350
-8834861.32352619,5424290.79588488,4511,GO-2020377547,2020/02/22 05:00:00+00,2020,February,Saturday  ,18,Evening,D33,0,0,41,Bridle Path-Sunnybrook-York Mills (41),-79.3649096,43.73348639,4351
-8831319.15068749,5434262.34335071,4512,GO-2020387000,2020/02/23 05:00:00+00,2020,February,Sunday    ,22,Evening,D42,0,1,117,L'Amoreaux (117),-79.33308972,43.79817569,4352
-8830757.52493212,5421537.6792465,4513,GO-2020384721,2020/02/23 05:00:00+00,2020,February,Sunday    ,15,Afternoon,D54,0,1,44,Flemingdon Park (44),-79.32804455,43.71561353,4353
-8844179.05878904,5422719.06048474,4514,GO-2020401645,2020/02/25 05:00:00+00,2020,February,Tuesday   ,21,Evening,D32,0,0,31,Yorkdale-Glen Park (31),-79.44861224,43.72328355,4354
-8830026.38964854,5430217.09242399,4515,GO-2020400877,2020/02/25 05:00:00+00,2020,February,Tuesday   ,18,Evening,D33,0,0,53,Henry Farm (53),-79.32147665,43.77194101,4355
-8823902.41725571,5436568.72940702,4516,GO-2020403243,2020/02/26 05:00:00+00,2020,February,Wednesday ,1,Night,D42,0,0,129,Agincourt North (129),-79.26646407,43.81312815,4356
-8844179.05878904,5422719.06048474,4517,GO-2020417741,2020/02/28 05:00:00+00,2020,February,Friday    ,4,Night,D32,0,0,31,Yorkdale-Glen Park (31),-79.44861224,43.72328355,4357
-8823326.4836062,5429927.81391954,4518,GO-2020423733,2020/02/28 05:00:00+00,2020,February,Friday    ,19,Evening,D41,0,1,127,Bendale (127),-79.26129037,43.77006451,4358
-8859091.29087149,5424365.5223886,4519,GO-2020431753,2020/02/29 05:00:00+00,2020,February,Saturday  ,23,Evening,D23,0,0,2,Mount Olive-Silverstone-Jamestown (2),-79.5825711,43.73397143,4359
-8838616.16891247,5411754.48355972,4520,GO-2020446754,2020/03/02 05:00:00+00,2020,March,Monday    ,4,Night,D14,0,1,78,Kensington-Chinatown (78),-79.39863995,43.65205921,4360
-8831127.24590411,5421960.7831561,4521,GO-2020446123,2020/03/02 05:00:00+00,2020,March,Monday    ,23,Evening,D54,0,0,44,Flemingdon Park (44),-79.33136581,43.71836061,4361
-8817254.53415101,5430734.67617018,4522,GO-2020443514,2020/03/02 05:00:00+00,2020,March,Monday    ,16,Afternoon,D43,0,0,135,Morningside (135),-79.20674512,43.77529834,4362
-8820513.12058691,5433290.80816701,4523,GO-2020440978,2020/03/02 05:00:00+00,2020,March,Monday    ,16,Afternoon,D42,0,0,132,Malvern (132),-79.2360175,43.79187604,4363
-8834841.69789996,5413045.15797035,4524,GO-2020438459,2020/03/02 05:00:00+00,2020,March,Monday    ,1,Night,D51,0,0,72,Regent Park (72),-79.3647333,43.66044764,4364
-8856070.84688265,5415164.43453825,4525,GO-2020453506,2020/03/03 05:00:00+00,2020,March,Tuesday   ,21,Evening,D22,0,1,10,Princess-Rosethorn (10),-79.55543799,43.67421883,4365
-8843558.64521059,5417578.554318,4526,GO-2020449830,2020/03/03 05:00:00+00,2020,March,Tuesday   ,13,Afternoon,D13,0,0,107,Oakwood Village (107),-79.44303897,43.68990208,4366
-8843351.4184125,5418132.13948083,4527,GO-2020460227,2020/03/04 05:00:00+00,2020,March,Wednesday ,17,Afternoon,D13,0,1,107,Oakwood Village (107),-79.44117742,43.69349785,4367
-8834622.76140464,5429329.93107041,4528,GO-2020460737,2020/03/04 05:00:00+00,2020,March,Wednesday ,19,Evening,D33,0,1,40,St.Andrew-Windfields (40),-79.36276656,43.76618596,4368
-8831127.24590411,5421960.7831561,4529,GO-2020469335,2020/03/05 05:00:00+00,2020,March,Thursday  ,20,Evening,D54,0,0,44,Flemingdon Park (44),-79.33136581,43.71836061,4369
-8854287.12236151,5425138.79945097,4530,GO-2020477453,2020/03/06 05:00:00+00,2020,March,Friday    ,21,Evening,D31,0,1,22,Humbermede (22),-79.53941452,43.73899044,4370
-8857543.79076259,5411346.43006648,4531,GO-2020470991,2020/03/06 05:00:00+00,2020,March,Friday    ,3,Night,D22,0,0,13,Etobicoke West Mall (13),-79.56866967,43.64940692,4371
-8831127.24590411,5421960.7831561,4532,GO-2020484182,2020/03/07 05:00:00+00,2020,March,Saturday  ,19,Evening,D54,0,1,44,Flemingdon Park (44),-79.33136581,43.71836061,4372
-8832387.97809917,5418169.18367063,4533,GO-2020493150,2020/03/09 04:00:00+00,2020,March,Monday    ,7,Morning,D54,0,0,58,Old East York (58),-79.34269116,43.69373846,4373
-8859474.08520448,5412651.68644748,4534,GO-2020500219,2020/03/10 04:00:00+00,2020,March,Tuesday   ,1,Night,D22,0,0,11,Eringate-Centennial-West Deane (11),-79.5860098,43.65789049,4374
-8854150.67694845,5424331.10165644,4535,GO-2020521708,2020/03/12 04:00:00+00,2020,March,Thursday  ,20,Evening,D31,0,0,23,Pelmo Park-Humberlea (23),-79.53818881,43.73374801,4375
-8843706.32053388,5416251.62736876,4536,GO-2020515362,2020/03/12 04:00:00+00,2020,March,Thursday  ,1,Night,D13,0,1,92,Corso Italia-Davenport (92),-79.44436556,43.68128225,4376
-8831127.73793626,5433480.54993993,4537,GO-2020514730,2020/03/12 04:00:00+00,2020,March,Thursday  ,2,Night,D42,0,1,46,Pleasant View (46),-79.33137023,43.79310642,4377
-8818844.6440214,5437582.04631164,4538,GO-2020523304,2020/03/13 04:00:00+00,2020,March,Friday    ,0,Night,D42,0,1,131,Rouge (131),-79.22102932,43.81969637,4378
-8850424.67889502,5421557.47956179,4539,GO-2020523326,2020/03/13 04:00:00+00,2020,March,Friday    ,3,Night,D12,0,1,28,Rustic (28),-79.5047176,43.71574209,4379
-8824338.2920615,5432318.91433908,4540,GO-2020524758,2020/03/13 04:00:00+00,2020,March,Friday    ,9,Morning,D42,1,1,128,Agincourt South-Malvern West (128),-79.2703796,43.7855734,4380
-8831163.56834076,5434314.92158333,4541,GO-2020529434,2020/03/13 04:00:00+00,2020,March,Friday    ,20,Evening,D42,0,0,117,L'Amoreaux (117),-79.3316921,43.7985166,4381
-8859892.25019248,5427292.12246502,4542,GO-2020523487,2020/03/13 04:00:00+00,2020,March,Friday    ,4,Night,D23,0,1,2,Mount Olive-Silverstone-Jamestown (2),-79.58976624,43.75296452,4382
-8829371.38353832,5426976.35994597,4543,GO-2020537881,2020/03/15 04:00:00+00,2020,March,Sunday    ,2,Night,D33,0,1,45,Parkwoods-Donalda (45),-79.31559263,43.75091557,4383
-8844286.02680094,5417496.99508012,4544,GO-2020549715,2020/03/16 04:00:00+00,2020,March,Monday    ,21,Evening,D13,0,1,109,Caledonia-Fairbank (109),-79.44957315,43.6893723,4384
-8831680.02287316,5421964.01301978,4545,GO-2020548945,2020/03/16 04:00:00+00,2020,March,Monday    ,19,Evening,D54,0,0,44,Flemingdon Park (44),-79.33633149,43.71838158,4385
-8834139.06708519,5413266.93671625,4546,GO-2020556912,2020/03/17 04:00:00+00,2020,March,Tuesday   ,22,Evening,D51,0,1,72,Regent Park (72),-79.35842146,43.66188892,4386
-8826383.21552265,5422318.91985341,4547,GO-2020562795,2020/03/18 04:00:00+00,2020,March,Wednesday ,12,Afternoon,D41,1,0,120,Clairlea-Birchmount (120),-79.28874946,43.72068578,4387
-8825350.97882759,5419628.72387429,4548,GO-2020563435,2020/03/18 04:00:00+00,2020,March,Wednesday ,23,Evening,D41,0,0,121,Oakridge (121),-79.27947672,43.70321772,4388
-8851730.69585893,5427222.00482227,4549,GO-2020559766,2020/03/18 04:00:00+00,2020,March,Wednesday ,12,Afternoon,D31,0,1,25,Glenfield-Jane Heights (25),-79.51644975,43.75250954,4389
-8857110.92492264,5409798.24026245,4550,GO-2020578751,2020/03/21 04:00:00+00,2020,March,Saturday  ,14,Afternoon,D22,0,0,13,Etobicoke West Mall (13),-79.56478117,43.63934284,4390
-8836611.81583975,5412326.04629205,4551,GO-2020580138,2020/03/21 04:00:00+00,2020,March,Saturday  ,19,Evening,D51,1,0,76,Bay Street Corridor (76),-79.38063454,43.65577409,4391
-8859709.60496435,5426267.62691806,4552,GO-2020586163,2020/03/22 04:00:00+00,2020,March,Sunday    ,23,Evening,D23,0,0,2,Mount Olive-Silverstone-Jamestown (2),-79.58812551,43.74631642,4392
-8854494.68534446,5409096.67850991,4553,GO-2020591902,2020/03/23 04:00:00+00,2020,March,Monday    ,22,Evening,D22,0,1,14,Islington-City Centre West (14),-79.54127909,43.63478175,4393
-8851538.88235753,5429488.05860748,4554,GO-2020586301,2020/03/23 04:00:00+00,2020,March,Monday    ,0,Night,D31,0,0,24,Black Creek (24),-79.51472666,43.76721178,4394
-8857960.2915242,5411616.57085097,4555,GO-2020597872,2020/03/24 04:00:00+00,2020,March,Tuesday   ,23,Evening,D22,0,0,13,Etobicoke West Mall (13),-79.57241116,43.65116281,4395
-8858499.42406326,5427393.37927374,4556,GO-2020597828,2020/03/24 04:00:00+00,2020,March,Tuesday   ,23,Evening,D31,0,0,21,Humber Summit (21),-79.57725427,43.75362155,4396
