district,All_Apartments_Listed,All_Apartments_Leased,Bachelor_Total_Leased,Bachelor_Avg_Lease_Rate,One_Bedroom_Total_Leased,One_Bedroom_Avg_Lease_Rate,Two_Bedroom_Total_Leased,Two_Bedroom_Avg_Lease_Rate,Three_Bedroom_Total_Leased,Three_Bedroom_Avg_Lease_Rate,Year,Quarter,YearQuarter,All_Apartments_Leased_vs_Listed,Bachelor_Total_Leased_Per_Room,Bachelor_Avg_Lease_Rate_Per_Room,One_Bedroom_Total_Leased_Per_Room,One_Bedroom_Avg_Lease_Rate_Per_Room,Two_Bedroom_Total_Leased_Per_Room,Two_Bedroom_Avg_Lease_Rate_Per_Room,Three_Bedroom_Total_Leased_Per_Room,Three_Bedroom_Avg_Lease_Rate_Per_Room
E10,16.0,9.0,,,4.0,1863.0,5.0,1880.0,,,2021,2,2021Q2,0.5625,,,4.0,1863.0,10.0,940.0,,
E10,20.0,8.0,,,3.0,1783.0,5.0,2050.0,,,2021,3,2021Q3,0.4,,,3.0,1783.0,10.0,1025.0,,
E10,32.0,22.0,,,14.0,1813.0,7.0,2399.0,1.0,2700.0,2021,4,2021Q4,0.6875,,,14.0,1813.0,14.0,1199.5,3.0,900.0
E11,29.0,13.0,,,7.0,1154.0,6.0,1338.0,,,2012,1,2012Q1,0.4482758620689655,,,7.0,1154.0,12.0,669.0,,
E11,31.0,22.0,,,10.0,1126.0,11.0,1327.0,1.0,1550.0,2012,2,2012Q2,0.7096774193548387,,,10.0,1126.0,22.0,663.5,3.0,516.6666666666666
E11,36.0,18.0,,,7.0,1146.0,10.0,1453.0,1.0,1625.0,2012,3,2012Q3,0.5,,,7.0,1146.0,20.0,726.5,3.0,541.6666666666666
E11,22.0,13.0,,,4.0,1138.0,5.0,1390.0,4.0,1481.0,2012,4,2012Q4,0.5909090909090909,,,4.0,1138.0,10.0,695.0,12.0,493.6666666666667
E11,26.0,12.0,,,6.0,1117.0,6.0,1300.0,,,2013,1,2013Q1,0.46153846153846156,,,6.0,1117.0,12.0,650.0,,
E11,20.0,12.0,,,4.0,1138.0,7.0,1379.0,1.0,1600.0,2013,2,2013Q2,0.6,,,4.0,1138.0,14.0,689.5,3.0,533.3333333333334
E11,26.0,16.0,,,9.0,1191.0,7.0,1475.0,,,2013,3,2013Q3,0.6153846153846154,,,9.0,1191.0,14.0,737.5,,
E11,22.0,9.0,,,5.0,1163.0,3.0,1483.0,1.0,1750.0,2013,4,2013Q4,0.4090909090909091,,,5.0,1163.0,6.0,741.5,3.0,583.3333333333334
E11,24.0,12.0,,,4.0,1155.0,8.0,1388.0,,,2014,1,2014Q1,0.5,,,4.0,1155.0,16.0,694.0,,
E11,18.0,10.0,,,2.0,1250.0,8.0,1444.0,,,2014,2,2014Q2,0.5555555555555556,,,2.0,1250.0,16.0,722.0,,
E11,19.0,11.0,,,3.0,1208.0,7.0,1464.0,1.0,1650.0,2014,3,2014Q3,0.5789473684210527,,,3.0,1208.0,14.0,732.0,3.0,550.0
E11,38.0,24.0,,,12.0,1225.0,12.0,1473.0,,,2014,4,2014Q4,0.631578947368421,,,12.0,1225.0,24.0,736.5,,
E11,12.0,5.0,,,2.0,1225.0,3.0,1425.0,,,2015,1,2015Q1,0.4166666666666667,,,2.0,1225.0,6.0,712.5,,
E11,10.0,6.0,,,3.0,1125.0,3.0,1450.0,,,2015,2,2015Q2,0.6,,,3.0,1125.0,6.0,725.0,,
E11,15.0,11.0,,,4.0,1256.0,7.0,1532.0,,,2015,3,2015Q3,0.7333333333333333,,,4.0,1256.0,14.0,766.0,,
E11,25.0,10.0,,,6.0,1292.0,4.0,1500.0,,,2015,4,2015Q4,0.4,,,6.0,1292.0,8.0,750.0,,
E11,24.0,16.0,,,5.0,1255.0,11.0,1427.0,,,2016,1,2016Q1,0.6666666666666666,,,5.0,1255.0,22.0,713.5,,
E11,18.0,10.0,,,5.0,1230.0,5.0,1586.0,,,2016,2,2016Q2,0.5555555555555556,,,5.0,1230.0,10.0,793.0,,
E11,15.0,14.0,,,8.0,1295.0,5.0,1740.0,1.0,1850.0,2016,3,2016Q3,0.9333333333333333,,,8.0,1295.0,10.0,870.0,3.0,616.6666666666666
E11,16.0,13.0,,,6.0,1412.0,7.0,1614.0,,,2016,4,2016Q4,0.8125,,,6.0,1412.0,14.0,807.0,,
E11,17.0,11.0,,,3.0,1433.0,8.0,1631.0,,,2017,1,2017Q1,0.6470588235294118,,,3.0,1433.0,16.0,815.5,,
E11,10.0,9.0,,,2.0,1538.0,6.0,1679.0,1.0,1750.0,2017,2,2017Q2,0.9,,,2.0,1538.0,12.0,839.5,3.0,583.3333333333334
E11,20.0,15.0,,,6.0,1430.0,9.0,1695.0,,,2017,3,2017Q3,0.75,,,6.0,1430.0,18.0,847.5,,
E11,15.0,11.0,,,2.0,1490.0,9.0,1783.0,,,2017,4,2017Q4,0.7333333333333333,,,2.0,1490.0,18.0,891.5,,
E11,18.0,12.0,,,4.0,1500.0,7.0,1650.0,1.0,2100.0,2018,1,2018Q1,0.6666666666666666,,,4.0,1500.0,14.0,825.0,3.0,700.0
E11,15.0,13.0,,,5.0,1588.0,8.0,1853.0,,,2018,2,2018Q2,0.8666666666666667,,,5.0,1588.0,16.0,926.5,,
E11,10.0,8.0,,,5.0,1650.0,3.0,1867.0,,,2018,3,2018Q3,0.8,,,5.0,1650.0,6.0,933.5,,
E11,11.0,6.0,,,2.0,1675.0,4.0,1925.0,,,2018,4,2018Q4,0.5454545454545454,,,2.0,1675.0,8.0,962.5,,
E11,18.0,15.0,,,5.0,1610.0,9.0,1953.0,1.0,2000.0,2019,1,2019Q1,0.8333333333333334,,,5.0,1610.0,18.0,976.5,3.0,666.6666666666666
E11,14.0,11.0,,,5.0,1755.0,6.0,2125.0,,,2019,2,2019Q2,0.7857142857142857,,,5.0,1755.0,12.0,1062.5,,
E11,15.0,9.0,,,2.0,1923.0,6.0,2200.0,1.0,2400.0,2019,3,2019Q3,0.6,,,2.0,1923.0,12.0,1100.0,3.0,800.0
E11,29.0,15.0,,,6.0,1772.0,9.0,2167.0,,,2019,4,2019Q4,0.5172413793103449,,,6.0,1772.0,18.0,1083.5,,
E11,33.0,12.0,,,4.0,1819.0,7.0,1986.0,1.0,2500.0,2020,1,2020Q1,0.36363636363636365,,,4.0,1819.0,14.0,993.0,3.0,833.3333333333334
E11,39.0,24.0,,,5.0,1540.0,17.0,2115.0,2.0,2460.0,2020,2,2020Q2,0.6153846153846154,,,5.0,1540.0,34.0,1057.5,6.0,820.0
E11,36.0,14.0,,,6.0,1792.0,7.0,2193.0,1.0,2450.0,2020,3,2020Q3,0.3888888888888889,,,6.0,1792.0,14.0,1096.5,3.0,816.6666666666666
E11,39.0,13.0,,,1.0,1800.0,11.0,2105.0,1.0,2500.0,2020,4,2020Q4,0.3333333333333333,,,1.0,1800.0,22.0,1052.5,3.0,833.3333333333334
E11,41.0,23.0,,,7.0,1675.0,15.0,1988.0,1.0,2500.0,2021,1,2021Q1,0.5609756097560976,,,7.0,1675.0,30.0,994.0,3.0,833.3333333333334
E11,36.0,16.0,,,5.0,1685.0,9.0,2031.0,2.0,2898.0,2021,2,2021Q2,0.4444444444444444,,,5.0,1685.0,18.0,1015.5,6.0,966.0
E11,60.0,36.0,,,17.0,1795.0,13.0,2110.0,6.0,2650.0,2021,3,2021Q3,0.6,,,17.0,1795.0,26.0,1055.0,18.0,883.3333333333334
E11,44.0,28.0,,,12.0,1932.0,16.0,2175.0,,,2021,4,2021Q4,0.6363636363636364,,,12.0,1932.0,32.0,1087.5,,
W01,66.0,32.0,,,24.0,1539.0,8.0,2031.0,,,2012,1,2012Q1,0.48484848484848486,,,24.0,1539.0,16.0,1015.5,,
W01,96.0,47.0,,,27.0,1500.0,20.0,2278.0,,,2012,2,2012Q2,0.4895833333333333,,,27.0,1500.0,40.0,1139.0,,
W01,94.0,56.0,,,32.0,1536.0,22.0,2104.0,2.0,2275.0,2012,3,2012Q3,0.5957446808510638,,,32.0,1536.0,44.0,1052.0,6.0,758.3333333333334
W01,64.0,25.0,,,15.0,1510.0,9.0,2372.0,1.0,1685.0,2012,4,2012Q4,0.390625,,,15.0,1510.0,18.0,1186.0,3.0,561.6666666666666
W01,94.0,39.0,,,20.0,1539.0,17.0,2083.0,2.0,1988.0,2013,1,2013Q1,0.4148936170212766,,,20.0,1539.0,34.0,1041.5,6.0,662.6666666666666
W01,126.0,40.0,,,19.0,1497.0,21.0,2013.0,,,2013,2,2013Q2,0.31746031746031744,,,19.0,1497.0,42.0,1006.5,,
W01,199.0,108.0,,,76.0,1464.0,31.0,2048.0,1.0,2150.0,2013,3,2013Q3,0.542713567839196,,,76.0,1464.0,62.0,1024.0,3.0,716.6666666666666
W01,130.0,67.0,,,46.0,1457.0,20.0,2168.0,1.0,1750.0,2013,4,2013Q4,0.5153846153846153,,,46.0,1457.0,40.0,1084.0,3.0,583.3333333333334
W01,117.0,41.0,,,23.0,1501.0,18.0,2002.0,,,2014,1,2014Q1,0.3504273504273504,,,23.0,1501.0,36.0,1001.0,,
W01,132.0,67.0,,,46.0,1516.0,19.0,2083.0,2.0,3088.0,2014,2,2014Q2,0.5075757575757576,,,46.0,1516.0,38.0,1041.5,6.0,1029.3333333333333
W01,129.0,78.0,1.0,1400.0,45.0,1559.0,32.0,2193.0,,,2014,3,2014Q3,0.6046511627906976,1.0,1400.0,45.0,1559.0,64.0,1096.5,,
W01,130.0,67.0,,,35.0,1511.0,31.0,2013.0,1.0,1900.0,2014,4,2014Q4,0.5153846153846153,,,35.0,1511.0,62.0,1006.5,3.0,633.3333333333334
W01,155.0,66.0,,,36.0,1565.0,29.0,2107.0,1.0,1750.0,2015,1,2015Q1,0.4258064516129032,,,36.0,1565.0,58.0,1053.5,3.0,583.3333333333334
W01,195.0,102.0,,,70.0,1632.0,31.0,2110.0,1.0,2190.0,2015,2,2015Q2,0.5230769230769231,,,70.0,1632.0,62.0,1055.0,3.0,730.0
W01,200.0,109.0,,,79.0,1617.0,29.0,2164.0,1.0,2700.0,2015,3,2015Q3,0.545,,,79.0,1617.0,58.0,1082.0,3.0,900.0
W01,147.0,94.0,,,61.0,1724.0,31.0,2396.0,2.0,5225.0,2015,4,2015Q4,0.6394557823129252,,,61.0,1724.0,62.0,1198.0,6.0,1741.6666666666667
W01,78.0,50.0,,,25.0,1662.0,24.0,2532.0,1.0,1700.0,2016,1,2016Q1,0.6410256410256411,,,25.0,1662.0,48.0,1266.0,3.0,566.6666666666666
W01,80.0,62.0,,,44.0,1724.0,15.0,2279.0,3.0,4417.0,2016,2,2016Q2,0.775,,,44.0,1724.0,30.0,1139.5,9.0,1472.3333333333333
W01,74.0,55.0,1.0,1350.0,39.0,1721.0,14.0,2530.0,1.0,4500.0,2016,3,2016Q3,0.7432432432432432,1.0,1350.0,39.0,1721.0,28.0,1265.0,3.0,1500.0
W01,94.0,60.0,,,40.0,1837.0,20.0,2657.0,,,2016,4,2016Q4,0.6382978723404256,,,40.0,1837.0,40.0,1328.5,,
W01,65.0,41.0,,,28.0,1878.0,12.0,2581.0,1.0,2150.0,2017,1,2017Q1,0.6307692307692307,,,28.0,1878.0,24.0,1290.5,3.0,716.6666666666666
W01,94.0,61.0,,,36.0,1814.0,24.0,2499.0,1.0,3000.0,2017,2,2017Q2,0.648936170212766,,,36.0,1814.0,48.0,1249.5,3.0,1000.0
W01,98.0,64.0,2.0,1050.0,43.0,1977.0,16.0,2839.0,3.0,2867.0,2017,3,2017Q3,0.6530612244897959,2.0,1050.0,43.0,1977.0,32.0,1419.5,9.0,955.6666666666666
W01,75.0,46.0,,,24.0,1998.0,22.0,2632.0,,,2017,4,2017Q4,0.6133333333333333,,,24.0,1998.0,44.0,1316.0,,
W01,74.0,43.0,1.0,1900.0,23.0,1987.0,19.0,2687.0,,,2018,1,2018Q1,0.581081081081081,1.0,1900.0,23.0,1987.0,38.0,1343.5,,
W01,76.0,51.0,2.0,1350.0,30.0,2030.0,17.0,2938.0,2.0,4250.0,2018,2,2018Q2,0.6710526315789473,2.0,1350.0,30.0,2030.0,34.0,1469.0,6.0,1416.6666666666667
W01,89.0,59.0,,,38.0,2182.0,18.0,2908.0,3.0,4000.0,2018,3,2018Q3,0.6629213483146067,,,38.0,2182.0,36.0,1454.0,9.0,1333.3333333333333
W01,85.0,55.0,2.0,1450.0,37.0,2121.0,14.0,2780.0,2.0,4350.0,2018,4,2018Q4,0.6470588235294118,2.0,1450.0,37.0,2121.0,28.0,1390.0,6.0,1450.0
W01,84.0,47.0,1.0,1600.0,31.0,2234.0,15.0,3257.0,,,2019,1,2019Q1,0.5595238095238095,1.0,1600.0,31.0,2234.0,30.0,1628.5,,
W01,103.0,63.0,3.0,1800.0,40.0,2170.0,17.0,2816.0,3.0,3500.0,2019,2,2019Q2,0.6116504854368932,3.0,1800.0,40.0,2170.0,34.0,1408.0,9.0,1166.6666666666667
W01,104.0,59.0,1.0,2100.0,36.0,2276.0,21.0,3028.0,1.0,3300.0,2019,3,2019Q3,0.5673076923076923,1.0,2100.0,36.0,2276.0,42.0,1514.0,3.0,1100.0
W01,115.0,64.0,1.0,1850.0,46.0,2266.0,14.0,3462.0,3.0,4917.0,2019,4,2019Q4,0.5565217391304348,1.0,1850.0,46.0,2266.0,28.0,1731.0,9.0,1639.0
W01,111.0,61.0,2.0,1725.0,39.0,2173.0,19.0,2772.0,1.0,7750.0,2020,1,2020Q1,0.5495495495495496,2.0,1725.0,39.0,2173.0,38.0,1386.0,3.0,2583.3333333333335
W01,111.0,43.0,3.0,1766.0,23.0,2267.0,16.0,3041.0,1.0,6600.0,2020,2,2020Q2,0.38738738738738737,3.0,1766.0,23.0,2267.0,32.0,1520.5,3.0,2200.0
W01,183.0,87.0,1.0,1000.0,56.0,2099.0,26.0,2977.0,4.0,4288.0,2020,3,2020Q3,0.47540983606557374,1.0,1000.0,56.0,2099.0,52.0,1488.5,12.0,1429.3333333333333
W01,199.0,86.0,1.0,1850.0,50.0,2016.0,31.0,2997.0,4.0,4038.0,2020,4,2020Q4,0.4321608040201005,1.0,1850.0,50.0,2016.0,62.0,1498.5,12.0,1346.0
W01,154.0,69.0,1.0,1450.0,46.0,2022.0,21.0,2782.0,1.0,2875.0,2021,1,2021Q1,0.44805194805194803,1.0,1450.0,46.0,2022.0,42.0,1391.0,3.0,958.3333333333334
W01,138.0,85.0,2.0,1775.0,69.0,2023.0,14.0,2721.0,,,2021,2,2021Q2,0.6159420289855072,2.0,1775.0,69.0,2023.0,28.0,1360.5,,
W01,139.0,87.0,,,57.0,2153.0,24.0,2777.0,6.0,3654.0,2021,3,2021Q3,0.6258992805755396,,,57.0,2153.0,48.0,1388.5,18.0,1218.0
W01,117.0,58.0,,,36.0,2104.0,20.0,3096.0,2.0,4125.0,2021,4,2021Q4,0.49572649572649574,,,36.0,2104.0,40.0,1548.0,6.0,1375.0
W02,13.0,9.0,,,3.0,1633.0,6.0,1679.0,,,2012,1,2012Q1,0.6923076923076923,,,3.0,1633.0,12.0,839.5,,
W02,8.0,7.0,,,4.0,1536.0,3.0,1957.0,,,2012,2,2012Q2,0.875,,,4.0,1536.0,6.0,978.5,,
W02,10.0,10.0,,,7.0,1599.0,3.0,2633.0,,,2012,3,2012Q3,1.0,,,7.0,1599.0,6.0,1316.5,,
W02,11.0,3.0,,,1.0,1575.0,1.0,1950.0,1.0,2100.0,2012,4,2012Q4,0.2727272727272727,,,1.0,1575.0,2.0,975.0,3.0,700.0
W02,40.0,17.0,,,7.0,1336.0,9.0,1900.0,1.0,3200.0,2013,1,2013Q1,0.425,,,7.0,1336.0,18.0,950.0,3.0,1066.6666666666667
W02,41.0,21.0,,,16.0,1370.0,5.0,2578.0,,,2013,2,2013Q2,0.5121951219512195,,,16.0,1370.0,10.0,1289.0,,
W02,30.0,12.0,,,11.0,1402.0,1.0,1750.0,,,2013,3,2013Q3,0.4,,,11.0,1402.0,2.0,875.0,,
W02,102.0,35.0,,,23.0,1453.0,12.0,1987.0,,,2013,4,2013Q4,0.3431372549019608,,,23.0,1453.0,24.0,993.5,,
W02,86.0,46.0,,,35.0,1528.0,10.0,2038.0,1.0,2650.0,2014,1,2014Q1,0.5348837209302325,,,35.0,1528.0,20.0,1019.0,3.0,883.3333333333334
W02,78.0,52.0,,,41.0,1380.0,10.0,2405.0,1.0,2500.0,2014,2,2014Q2,0.6666666666666666,,,41.0,1380.0,20.0,1202.5,3.0,833.3333333333334
W02,36.0,26.0,,,13.0,1589.0,13.0,2187.0,,,2014,3,2014Q3,0.7222222222222222,,,13.0,1589.0,26.0,1093.5,,
W02,32.0,16.0,,,10.0,1596.0,6.0,2121.0,,,2014,4,2014Q4,0.5,,,10.0,1596.0,12.0,1060.5,,
W02,58.0,30.0,,,20.0,1495.0,10.0,2045.0,,,2015,1,2015Q1,0.5172413793103449,,,20.0,1495.0,20.0,1022.5,,
W02,76.0,56.0,,,35.0,1516.0,21.0,2304.0,,,2015,2,2015Q2,0.7368421052631579,,,35.0,1516.0,42.0,1152.0,,
W02,54.0,25.0,,,17.0,1673.0,8.0,2616.0,,,2015,3,2015Q3,0.46296296296296297,,,17.0,1673.0,16.0,1308.0,,
W02,99.0,48.0,1.0,1200.0,34.0,1735.0,11.0,2290.0,2.0,2300.0,2015,4,2015Q4,0.48484848484848486,1.0,1200.0,34.0,1735.0,22.0,1145.0,6.0,766.6666666666666
W02,98.0,72.0,5.0,1280.0,51.0,1758.0,16.0,2681.0,,,2016,1,2016Q1,0.7346938775510204,5.0,1280.0,51.0,1758.0,32.0,1340.5,,
W02,55.0,38.0,4.0,1338.0,21.0,1659.0,12.0,2889.0,1.0,2550.0,2016,2,2016Q2,0.6909090909090909,4.0,1338.0,21.0,1659.0,24.0,1444.5,3.0,850.0
W02,68.0,55.0,8.0,1166.0,26.0,1728.0,20.0,2660.0,1.0,2390.0,2016,3,2016Q3,0.8088235294117647,8.0,1166.0,26.0,1728.0,40.0,1330.0,3.0,796.6666666666666
W02,43.0,23.0,1.0,1500.0,14.0,1698.0,7.0,3200.0,1.0,2550.0,2016,4,2016Q4,0.5348837209302325,1.0,1500.0,14.0,1698.0,14.0,1600.0,3.0,850.0
W02,102.0,63.0,2.0,1550.0,36.0,1729.0,24.0,2358.0,1.0,3300.0,2017,1,2017Q1,0.6176470588235294,2.0,1550.0,36.0,1729.0,48.0,1179.0,3.0,1100.0
W02,161.0,108.0,3.0,1410.0,79.0,1683.0,25.0,2571.0,1.0,2550.0,2017,2,2017Q2,0.6708074534161491,3.0,1410.0,79.0,1683.0,50.0,1285.5,3.0,850.0
W02,104.0,86.0,1.0,1500.0,53.0,1829.0,32.0,2322.0,,,2017,3,2017Q3,0.8269230769230769,1.0,1500.0,53.0,1829.0,64.0,1161.0,,
W02,65.0,46.0,,,30.0,1912.0,16.0,2471.0,,,2017,4,2017Q4,0.7076923076923077,,,30.0,1912.0,32.0,1235.5,,
W02,56.0,44.0,,,26.0,2034.0,14.0,2519.0,4.0,3113.0,2018,1,2018Q1,0.7857142857142857,,,26.0,2034.0,28.0,1259.5,12.0,1037.6666666666667
W02,52.0,39.0,1.0,1650.0,24.0,1983.0,11.0,2655.0,3.0,3367.0,2018,2,2018Q2,0.75,1.0,1650.0,24.0,1983.0,22.0,1327.5,9.0,1122.3333333333333
W02,87.0,62.0,5.0,1660.0,41.0,2055.0,16.0,2786.0,,,2018,3,2018Q3,0.7126436781609196,5.0,1660.0,41.0,2055.0,32.0,1393.0,,
W02,96.0,48.0,,,35.0,2162.0,13.0,2887.0,,,2018,4,2018Q4,0.5,,,35.0,2162.0,26.0,1443.5,,
W02,117.0,65.0,,,42.0,2068.0,22.0,3084.0,1.0,3500.0,2019,1,2019Q1,0.5555555555555556,,,42.0,2068.0,44.0,1542.0,3.0,1166.6666666666667
W02,103.0,60.0,2.0,1750.0,36.0,2235.0,21.0,2745.0,1.0,2850.0,2019,2,2019Q2,0.5825242718446602,2.0,1750.0,36.0,2235.0,42.0,1372.5,3.0,950.0
W02,105.0,62.0,2.0,1875.0,41.0,2168.0,18.0,3065.0,1.0,2900.0,2019,3,2019Q3,0.5904761904761905,2.0,1875.0,41.0,2168.0,36.0,1532.5,3.0,966.6666666666666
W02,95.0,55.0,2.0,1700.0,37.0,2231.0,12.0,2866.0,4.0,3900.0,2019,4,2019Q4,0.5789473684210527,2.0,1700.0,37.0,2231.0,24.0,1433.0,12.0,1300.0
W02,86.0,48.0,4.0,1767.0,27.0,2206.0,15.0,2987.0,2.0,3550.0,2020,1,2020Q1,0.5581395348837209,4.0,1767.0,27.0,2206.0,30.0,1493.5,6.0,1183.3333333333333
W02,115.0,49.0,3.0,1542.0,27.0,2104.0,18.0,2783.0,1.0,5500.0,2020,2,2020Q2,0.4260869565217391,3.0,1542.0,27.0,2104.0,36.0,1391.5,3.0,1833.3333333333333
W02,180.0,79.0,2.0,1625.0,48.0,2022.0,28.0,2804.0,1.0,2580.0,2020,3,2020Q3,0.4388888888888889,2.0,1625.0,48.0,2022.0,56.0,1402.0,3.0,860.0
W02,184.0,74.0,,,49.0,1905.0,24.0,2685.0,1.0,2250.0,2020,4,2020Q4,0.40217391304347827,,,49.0,1905.0,48.0,1342.5,3.0,750.0
W02,185.0,75.0,,,52.0,1844.0,23.0,2700.0,,,2021,1,2021Q1,0.40540540540540543,,,52.0,1844.0,46.0,1350.0,,
W02,144.0,70.0,,,48.0,1889.0,20.0,2597.0,2.0,3250.0,2021,2,2021Q2,0.4861111111111111,,,48.0,1889.0,40.0,1298.5,6.0,1083.3333333333333
W02,153.0,104.0,6.0,1546.0,66.0,1967.0,31.0,2915.0,1.0,2800.0,2021,3,2021Q3,0.6797385620915033,6.0,1546.0,66.0,1967.0,62.0,1457.5,3.0,933.3333333333334
W02,99.0,60.0,2.0,1400.0,45.0,2055.0,13.0,2851.0,,,2021,4,2021Q4,0.6060606060606061,2.0,1400.0,45.0,2055.0,26.0,1425.5,,
W03,3.0,3.0,,,2.0,1050.0,1.0,1650.0,,,2012,1,2012Q1,1.0,,,2.0,1050.0,2.0,825.0,,
W03,21.0,3.0,,,2.0,1200.0,,,1.0,1750.0,2012,2,2012Q2,0.14285714285714285,,,2.0,1200.0,,,3.0,583.3333333333334
W03,12.0,3.0,,,1.0,1100.0,1.0,1650.0,1.0,1850.0,2012,3,2012Q3,0.25,,,1.0,1100.0,2.0,825.0,3.0,616.6666666666666
W03,5.0,3.0,,,1.0,1350.0,1.0,1500.0,1.0,1600.0,2012,4,2012Q4,0.6,,,1.0,1350.0,2.0,750.0,3.0,533.3333333333334
W03,4.0,,,,,,,,,,2013,1,2013Q1,,,,,,,,,
W03,6.0,4.0,,,,,1.0,1700.0,3.0,1703.0,2013,2,2013Q2,0.6666666666666666,,,,,2.0,850.0,9.0,567.6666666666666
W03,4.0,4.0,,,2.0,1125.0,2.0,1688.0,,,2013,3,2013Q3,1.0,,,2.0,1125.0,4.0,844.0,,
W03,5.0,2.0,,,,,1.0,1350.0,1.0,1700.0,2013,4,2013Q4,0.4,,,,,2.0,675.0,3.0,566.6666666666666
W03,5.0,1.0,,,1.0,1175.0,,,,,2014,1,2014Q1,0.2,,,1.0,1175.0,,,,
W03,6.0,3.0,,,1.0,1100.0,2.0,1725.0,,,2014,2,2014Q2,0.5,,,1.0,1100.0,4.0,862.5,,
W03,3.0,2.0,,,,,1.0,1700.0,1.0,1800.0,2014,3,2014Q3,0.6666666666666666,,,,,2.0,850.0,3.0,600.0
W03,6.0,4.0,,,4.0,1256.0,,,,,2014,4,2014Q4,0.6666666666666666,,,4.0,1256.0,,,,
W03,5.0,1.0,,,,,1.0,1500.0,,,2015,1,2015Q1,0.2,,,,,2.0,750.0,,
W03,4.0,2.0,,,1.0,1400.0,,,1.0,1900.0,2015,2,2015Q2,0.5,,,1.0,1400.0,,,3.0,633.3333333333334
W03,5.0,4.0,,,1.0,1100.0,2.0,1738.0,1.0,1900.0,2015,3,2015Q3,0.8,,,1.0,1100.0,4.0,869.0,3.0,633.3333333333334
W03,2.0,1.0,,,,,1.0,1600.0,,,2015,4,2015Q4,0.5,,,,,2.0,800.0,,
W03,3.0,3.0,,,2.0,1263.0,1.0,1675.0,,,2016,1,2016Q1,1.0,,,2.0,1263.0,2.0,837.5,,
W03,1.0,1.0,1.0,1000.0,,,,,,,2016,2,2016Q2,1.0,1.0,1000.0,,,,,,
W03,4.0,1.0,,,1.0,1285.0,,,,,2016,3,2016Q3,0.25,,,1.0,1285.0,,,,
W03,6.0,4.0,,,2.0,1275.0,1.0,1900.0,1.0,2250.0,2016,4,2016Q4,0.6666666666666666,,,2.0,1275.0,2.0,950.0,3.0,750.0
W03,3.0,1.0,,,1.0,1550.0,,,,,2017,1,2017Q1,0.3333333333333333,,,1.0,1550.0,,,,
W03,3.0,2.0,,,1.0,1400.0,1.0,2250.0,,,2017,2,2017Q2,0.6666666666666666,,,1.0,1400.0,2.0,1125.0,,
W03,2.0,1.0,,,,,,,1.0,2400.0,2017,3,2017Q3,0.5,,,,,,,3.0,800.0
W03,5.0,3.0,,,,,2.0,2925.0,1.0,2400.0,2017,4,2017Q4,0.6,,,,,4.0,1462.5,3.0,800.0
W03,9.0,5.0,,,2.0,2050.0,3.0,2150.0,,,2018,1,2018Q1,0.5555555555555556,,,2.0,2050.0,6.0,1075.0,,
W03,5.0,2.0,,,2.0,2000.0,,,,,2018,2,2018Q2,0.4,,,2.0,2000.0,,,,
W03,7.0,6.0,,,2.0,1888.0,4.0,2400.0,,,2018,3,2018Q3,0.8571428571428571,,,2.0,1888.0,8.0,1200.0,,
W03,4.0,2.0,,,1.0,1900.0,,,1.0,2700.0,2018,4,2018Q4,0.5,,,1.0,1900.0,,,3.0,900.0
W03,10.0,5.0,,,4.0,1975.0,1.0,2300.0,,,2019,1,2019Q1,0.5,,,4.0,1975.0,2.0,1150.0,,
W03,9.0,7.0,,,,,4.0,2531.0,3.0,2667.0,2019,2,2019Q2,0.7777777777777778,,,,,8.0,1265.5,9.0,889.0
W03,9.0,5.0,1.0,1300.0,2.0,1865.0,,,2.0,2800.0,2019,3,2019Q3,0.5555555555555556,1.0,1300.0,2.0,1865.0,,,6.0,933.3333333333334
W03,11.0,8.0,,,6.0,2042.0,1.0,2400.0,1.0,2700.0,2019,4,2019Q4,0.7272727272727273,,,6.0,2042.0,2.0,1200.0,3.0,900.0
W03,8.0,1.0,,,1.0,2050.0,,,,,2020,1,2020Q1,0.125,,,1.0,2050.0,,,,
W03,10.0,4.0,,,,,4.0,2438.0,,,2020,2,2020Q2,0.4,,,,,8.0,1219.0,,
W03,41.0,27.0,1.0,1300.0,16.0,1836.0,5.0,2285.0,5.0,2735.0,2020,3,2020Q3,0.6585365853658537,1.0,1300.0,16.0,1836.0,10.0,1142.5,15.0,911.6666666666666
W03,24.0,10.0,,,7.0,1928.0,3.0,2400.0,,,2020,4,2020Q4,0.4166666666666667,,,7.0,1928.0,6.0,1200.0,,
W03,17.0,8.0,,,4.0,1763.0,3.0,2248.0,1.0,2700.0,2021,1,2021Q1,0.47058823529411764,,,4.0,1763.0,6.0,1124.0,3.0,900.0
W03,15.0,6.0,,,5.0,1880.0,1.0,2600.0,,,2021,2,2021Q2,0.4,,,5.0,1880.0,2.0,1300.0,,
W03,15.0,8.0,1.0,1595.0,3.0,1887.0,3.0,2717.0,1.0,2750.0,2021,3,2021Q3,0.5333333333333333,1.0,1595.0,3.0,1887.0,6.0,1358.5,3.0,916.6666666666666
W03,10.0,5.0,,,3.0,1833.0,1.0,2200.0,1.0,2850.0,2021,4,2021Q4,0.5,,,3.0,1833.0,2.0,1100.0,3.0,950.0
W04,10.0,2.0,,,1.0,1150.0,1.0,1350.0,,,2012,1,2012Q1,0.2,,,1.0,1150.0,2.0,675.0,,
